guess,yellow_one,yellow_two,yellow_three,yellow_four,yellow_five,green_one,green_two,green_three,green_four,green_five
eejit,0.7468682505399569,0.26436285097192225,0.024190064794816415,0.0,0.0,0.27688984881209505,0.03498920086393089,0.002591792656587473,0.0,0.0
eensy,0.8056155507559395,0.30107991360691144,0.03369330453563715,0.00043196544276457883,0.0,0.36069114470842334,0.06393088552915767,0.0021598272138228943,0.0,0.0
eeven,0.6190064794816416,0.13088552915766738,0.008207343412526998,0.0,0.0,0.293304535637149,0.05010799136069115,0.0064794816414686825,0.00043196544276457883,0.0
eevns,0.7412526997840172,0.25183585313174944,0.03153347732181425,0.00043196544276457883,0.0,0.2406047516198704,0.010367170626349892,0.0,0.0,0.0
effed,0.5883369330453564,0.11317494600431965,0.0038876889848812094,0.0,0.0,0.2120950323974082,0.020302375809935207,0.0012958963282937365,0.0,0.0
egads,0.8622030237580994,0.43801295896328296,0.1002159827213823,0.004751619870410367,0.0,0.19956803455723543,0.014254859611231102,0.00043196544276457883,0.0,0.0
egers,0.7943844492440605,0.36069114470842334,0.05874730021598273,0.00043196544276457883,0.0,0.17840172786177105,0.01468682505399568,0.0008639308855291577,0.0,0.0
egest,0.7736501079913607,0.3226781857451404,0.04362850971922246,0.0008639308855291577,0.0,0.2470842332613391,0.04319654427645788,0.005615550755939525,0.0,0.0
eggar,0.8237580993520519,0.4194384449244061,0.0876889848812095,0.009071274298056155,0.0,0.2043196544276458,0.021598272138228944,0.0012958963282937365,0.0,0.0
egged,0.6025917926565875,0.13390928725701945,0.009071274298056155,0.0,0.0,0.23110151187904968,0.021166306695464362,0.0012958963282937365,0.0,0.0
egger,0.6868250539956804,0.24017278617710583,0.020302375809935207,0.0,0.0,0.21857451403887687,0.0695464362850972,0.005615550755939525,0.00043196544276457883,0.0
egmas,0.8561555075593953,0.4155507559395248,0.09676025917926566,0.005615550755939525,0.0,0.14427645788336932,0.004319654427645789,0.0,0.0,0.0
ehing,0.81036717062635,0.36630669546436284,0.08034557235421168,0.008639308855291577,0.0008639308855291577,0.2406047516198704,0.04924406047516199,0.013390928725701945,0.0012958963282937365,0.0
eider,0.7999999999999999,0.36889848812095033,0.07991360691144708,0.008207343412526998,0.0,0.2773218142548596,0.08336933045356372,0.016846652267818573,0.0021598272138228943,0.0
eidos,0.8958963282937366,0.45529157667386605,0.09676025917926566,0.005183585313174946,0.0,0.2064794816414687,0.01555075593952484,0.0012958963282937365,0.0,0.0
eigne,0.7524838012958963,0.28639308855291573,0.05831533477321814,0.005615550755939525,0.0,0.3615550755939525,0.04665226781857451,0.0008639308855291577,0.0,0.0
eiked,0.7287257019438445,0.22591792656587473,0.028077753779697623,0.0,0.0,0.26911447084233264,0.041900647948164144,0.0008639308855291577,0.0,0.0
eikon,0.8699784017278618,0.39611231101511885,0.08120950323974081,0.0038876889848812094,0.0,0.21123110151187904,0.024622030237580996,0.0008639308855291577,0.0,0.0
eilds,0.8643628509719223,0.46004319654427644,0.1079913606911447,0.009503239740820735,0.00043196544276457883,0.19740820734341252,0.014254859611231102,0.00043196544276457883,0.0,0.0
eisel,0.8293736501079914,0.38574514038876895,0.06436285097192225,0.003023758099352052,0.0,0.2989200863930886,0.054427645788336934,0.0038876889848812094,0.00043196544276457883,0.0
ejido,0.8276457883369331,0.32181425485961124,0.04708423326133909,0.0012958963282937365,0.0,0.18876889848812095,0.012526997840172787,0.00043196544276457883,0.0,0.0
ekkas,0.8069114470842332,0.3382289416846653,0.054427645788336934,0.0034557235421166306,0.0,0.1244060475161987,0.0021598272138228943,0.0,0.0,0.0
elain,0.9049676025917927,0.5572354211663066,0.16717062634989202,0.015982721382289417,0.00043196544276457883,0.3166306695464363,0.04967602591792657,0.00734341252699784,0.0012958963282937365,0.0
eland,0.8704103671706264,0.5019438444924406,0.13736501079913607,0.015982721382289417,0.00043196544276457883,0.3075593952483801,0.06349892008639309,0.008207343412526998,0.0008639308855291577,0.0
elans,0.9028077753779697,0.5434125269978402,0.16846652267818574,0.018574514038876888,0.0,0.28639308855291573,0.05226781857451404,0.006047516198704104,0.0,0.0
elchi,0.8449244060475162,0.42850971922246217,0.09200863930885529,0.00734341252699784,0.0,0.14773218142548597,0.01123110151187905,0.0,0.0,0.0
eldin,0.8419006479481641,0.4414686825053996,0.11749460043196544,0.012095032397408207,0.0,0.24492440604751622,0.027213822894168467,0.0021598272138228943,0.00043196544276457883,0.0
elemi,0.7896328293736502,0.3075593952483801,0.04535637149028078,0.0017278617710583153,0.0,0.20129589632829376,0.025485961123110152,0.0017278617710583153,0.0,0.0
elfed,0.7088552915766738,0.24449244060475162,0.03153347732181425,0.00043196544276457883,0.0,0.2803455723542117,0.033693304535637146,0.003023758099352052,0.0,0.0
eliad,0.8907127429805615,0.5131749460043197,0.14773218142548597,0.015982721382289417,0.00043196544276457883,0.30280777537796977,0.04838012958963283,0.003023758099352052,0.0,0.0
elint,0.8829373650107991,0.5079913606911447,0.13866090712742982,0.01123110151187905,0.00043196544276457883,0.3226781857451404,0.08423326133909288,0.012958963282937365,0.0008639308855291577,0.0
elmen,0.783585313174946,0.2838012958963283,0.03369330453563715,0.0012958963282937365,0.0,0.29287257019438445,0.040604751619870406,0.004319654427645789,0.0,0.0
eloge,0.7991360691144708,0.3127429805615551,0.042764578833693306,0.0017278617710583153,0.0,0.3520518358531317,0.07991360691144708,0.006911447084233261,0.00043196544276457883,0.0
elogy,0.8634989200863931,0.39568034557235426,0.07300215982721382,0.004319654427645789,0.0,0.3650107991360691,0.04578833693304536,0.0021598272138228943,0.00043196544276457883,0.0
eloin,0.9006479481641468,0.5088552915766739,0.12570194384449243,0.008639308855291577,0.0,0.2941684665226782,0.04967602591792657,0.0034557235421166306,0.00043196544276457883,0.0
elops,0.8730021598272139,0.45097192224622035,0.10669546436285098,0.012095032397408207,0.00043196544276457883,0.22764578833693305,0.030669546436285097,0.0017278617710583153,0.00043196544276457883,0.0
elpee,0.6760259179265659,0.19352051835853132,0.015982721382289417,0.0,0.0,0.4090712742980562,0.05010799136069114,0.004319654427645789,0.0,0.0
elsin,0.8816414686825054,0.49805615550755944,0.12699784017278617,0.013390928725701945,0.0,0.2470842332613391,0.027213822894168467,0.0021598272138228943,0.00043196544276457883,0.0
elute,0.8168466522678186,0.34816414686825053,0.054859611231101515,0.0017278617710583153,0.0,0.35766738660907127,0.0652267818574514,0.007775377969762419,0.0017278617710583153,0.0
elvan,0.8509719222462203,0.449244060475162,0.11576673866090713,0.014254859611231102,0.00043196544276457883,0.23801295896328295,0.02634989200863931,0.0012958963282937365,0.0,0.0
elven,0.7429805615550755,0.260475161987041,0.033693304535637146,0.0008639308855291577,0.0,0.28207343412527,0.045788336933045355,0.004751619870410367,0.0,0.0
elver,0.7736501079913607,0.3390928725701944,0.047516198704103674,0.0017278617710583153,0.0,0.2717062634989201,0.0838012958963283,0.012095032397408207,0.00043196544276457883,0.0
elves,0.7451403887688984,0.28725701943844495,0.03369330453563715,0.0012958963282937365,0.0,0.2570194384449244,0.03455723542116631,0.00043196544276457883,0.0,0.0
emacs,0.8682505399568035,0.4470842332613391,0.11317494600431965,0.009503239740820735,0.0,0.23239740820734342,0.026781857451403886,0.0021598272138228943,0.0,0.0
embar,0.8423326133909287,0.47257019438444925,0.12483801295896328,0.014254859611231102,0.00043196544276457883,0.20907127429805616,0.02203023758099352,0.002591792656587473,0.00043196544276457883,0.0
embay,0.834989200863931,0.3680345572354212,0.0652267818574514,0.004319654427645789,0.00043196544276457883,0.27473002159827214,0.023326133909287255,0.0017278617710583153,0.0,0.0
embog,0.7809935205183586,0.28941684665226786,0.04708423326133909,0.003023758099352052,0.0,0.13390928725701945,0.01166306695464363,0.0012958963282937365,0.0,0.0
embow,0.7650107991360691,0.2704103671706264,0.03628509719222462,0.003023758099352052,0.0,0.12181425485961123,0.012526997840172787,0.0017278617710583153,0.00043196544276457883,0.0
embox,0.7442764578833694,0.23153347732181426,0.02937365010799136,0.0017278617710583153,0.0,0.12051835853131748,0.010367170626349892,0.0017278617710583153,0.0,0.0
embus,0.7848812095032397,0.32570194384449247,0.0509719222462203,0.003023758099352052,0.0,0.10755939524838012,0.013822894168466522,0.0017278617710583153,0.0,0.0
emeer,0.6924406047516198,0.23801295896328295,0.015982721382289417,0.0,0.0,0.2578833693304536,0.08725701943844492,0.00734341252699784,0.00043196544276457883,0.0
emend,0.7239740820734342,0.23066954643628512,0.02634989200863931,0.0012958963282937365,0.0,0.2203023758099352,0.02980561555075594,0.003023758099352052,0.00043196544276457883,0.0
emerg,0.7377969762419007,0.29805615550755943,0.038876889848812095,0.0012958963282937365,0.0,0.18876889848812095,0.017710583153347732,0.0008639308855291577,0.0,0.0
emery,0.7827213822894169,0.30669546436285094,0.035853131749460046,0.0012958963282937365,0.0,0.30583153347732184,0.0367170626349892,0.0038876889848812094,0.00043196544276457883,0.0
emeus,0.7503239740820734,0.26695464362850974,0.030669546436285097,0.0012958963282937365,0.0,0.15593952483801296,0.01900647948164147,0.0,0.0,0.0
emics,0.8479481641468682,0.39524838012958957,0.07645788336933046,0.005183585313174946,0.0,0.21987041036717064,0.0224622030237581,0.0012958963282937365,0.0,0.0
emirs,0.8777537796976241,0.48509719222462205,0.11749460043196544,0.012095032397408207,0.00043196544276457883,0.22203023758099352,0.020734341252699785,0.0008639308855291577,0.0,0.0
emits,0.8565874730021599,0.4393088552915767,0.11490280777537798,0.008207343412526998,0.00043196544276457883,0.21900647948164145,0.016414686825053995,0.002591792656587473,0.0,0.0
emmas,0.8203023758099353,0.35766738660907127,0.06436285097192225,0.0021598272138228943,0.0,0.1524838012958963,0.00734341252699784,0.0,0.0,0.0
emmer,0.6924406047516198,0.23801295896328295,0.015982721382289417,0.0,0.0,0.22332613390928727,0.07300215982721384,0.006047516198704104,0.00043196544276457883,0.0
emmet,0.6898488120950323,0.17365010799136069,0.009503239740820735,0.0,0.0,0.2838012958963283,0.03412526997840173,0.002591792656587473,0.0,0.0
emmew,0.5796976241900648,0.08812095032397409,0.0008639308855291577,0.0,0.0,0.2004319654427646,0.016846652267818573,0.0012958963282937365,0.0,0.0
emmys,0.7611231101511879,0.2509719222462203,0.019870410367170625,0.0,0.0,0.08682505399568034,0.0038876889848812094,0.0,0.0,0.0
emoji,0.8380129589632829,0.2946004319654428,0.03326133909287257,0.0008639308855291577,0.0,0.1511879049676026,0.00734341252699784,0.0,0.0,0.0
emong,0.8146868250539957,0.3464362850971922,0.0755939524838013,0.005615550755939525,0.00043196544276457883,0.21339092872570195,0.031965442764578834,0.0034557235421166306,0.00043196544276457883,0.0
emote,0.8069114470842332,0.31576673866090715,0.03844492440604752,0.002591792656587473,0.0,0.3274298056155508,0.06306695464362852,0.005183585313174946,0.00043196544276457883,0.0
emove,0.7213822894168467,0.19092872570194386,0.02634989200863931,0.0012958963282937365,0.0,0.2950323974082073,0.054427645788336934,0.0064794816414686825,0.0,0.0
empts,0.8073434125269979,0.3857451403887689,0.08768898488120949,0.008639308855291577,0.0,0.13779697624190065,0.009503239740820735,0.00043196544276457883,0.00043196544276457883,0.0
emule,0.7576673866090713,0.2730021598272138,0.029805615550755938,0.0017278617710583153,0.0,0.31879049676025917,0.04838012958963283,0.004751619870410367,0.0,0.0
emure,0.7732181425485961,0.3226781857451404,0.04622030237580994,0.0017278617710583153,0.0,0.31879049676025917,0.04622030237580994,0.002591792656587473,0.0,0.0
emyde,0.7058315334773219,0.19697624190064794,0.022030237580993522,0.0,0.0,0.24535637149028075,0.025053995680345574,0.002591792656587473,0.0,0.0
emyds,0.8056155507559396,0.3390928725701944,0.04665226781857452,0.00043196544276457883,0.0,0.09935205183585312,0.006047516198704104,0.0,0.0,0.0
enarm,0.8807775377969763,0.531317494600432,0.15161987041036717,0.012526997840172787,0.00043196544276457883,0.2449244060475162,0.0367170626349892,0.0034557235421166306,0.0,0.0
enate,0.852267818574514,0.4293736501079914,0.0898488120950324,0.003023758099352052,0.0,0.3650107991360691,0.06997840172786177,0.009071274298056157,0.00043196544276457883,0.0
ended,0.6626349892008639,0.1775377969762419,0.013390928725701945,0.0,0.0,0.25097192224622034,0.03412526997840173,0.004319654427645789,0.0,0.0
ender,0.7853131749460044,0.3615550755939525,0.06609071274298056,0.0021598272138228943,0.0,0.2388768898488121,0.0794816414686825,0.010367170626349892,0.0012958963282937365,0.0
endew,0.6885529157667387,0.22203023758099352,0.025485961123110152,0.0012958963282937365,0.0,0.2142548596112311,0.028941684665226782,0.0021598272138228943,0.00043196544276457883,0.0
endue,0.7481641468682505,0.26695464362850974,0.03326133909287257,0.002591792656587473,0.0,0.2842332613390929,0.03282937365010799,0.0017278617710583153,0.0008639308855291577,0.0
enews,0.7485961123110151,0.25961123110151185,0.035421166306695465,0.0008639308855291577,0.0,0.15593952483801296,0.01468682505399568,0.0008639308855291577,0.0,0.0
enfix,0.752915766738661,0.27429805615550756,0.047516198704103674,0.0038876889848812094,0.0,0.1352051835853132,0.014686825053995682,0.0012958963282937365,0.0,0.0
eniac,0.893304535637149,0.5235421166306695,0.13174946004319654,0.01079913606911447,0.0,0.2470842332613391,0.019870410367170625,0.00043196544276457883,0.0,0.0
enlit,0.8829373650107991,0.5079913606911447,0.13866090712742982,0.01123110151187905,0.00043196544276457883,0.25399568034557235,0.03758099352051836,0.002591792656587473,0.00043196544276457883,0.0
enmew,0.6989200863930886,0.1900647948164147,0.016846652267818573,0.00043196544276457883,0.0,0.21295896328293737,0.025485961123110152,0.0012958963282937365,0.0,0.0
ennog,0.772354211663067,0.2885529157667387,0.052267818574514034,0.0008639308855291577,0.0,0.18660907127429807,0.014686825053995682,0.0021598272138228943,0.0,0.0
enoki,0.8699784017278618,0.39611231101511885,0.08120950323974081,0.0038876889848812094,0.0,0.1857451403887689,0.015982721382289417,0.0008639308855291577,0.0,0.0
enols,0.9002159827213823,0.4997840172786177,0.12095032397408208,0.010367170626349892,0.0,0.23801295896328295,0.021166306695464362,0.00043196544276457883,0.0,0.0
enorm,0.8691144708423326,0.4682505399568035,0.12570194384449246,0.011663066954643628,0.0,0.2263498920086393,0.029805615550755938,0.0017278617710583153,0.0,0.0
enows,0.8514038876889848,0.38228941684665224,0.09157667386609071,0.009935205183585313,0.0,0.1796976241900648,0.01987041036717063,0.0008639308855291577,0.0,0.0
enrol,0.9045356371490281,0.5632829373650108,0.14773218142548597,0.010367170626349892,0.0,0.23585313174946002,0.025053995680345574,0.002591792656587473,0.0,0.0
ensew,0.7485961123110151,0.25961123110151185,0.035421166306695465,0.0008639308855291577,0.0,0.21943844492440603,0.02591792656587473,0.002591792656587473,0.0,0.0
ensky,0.824622030237581,0.3434125269978402,0.057883369330453564,0.0021598272138228943,0.0,0.24146868250539957,0.037580993520518365,0.005183585313174946,0.0,0.0
entia,0.9062634989200865,0.5628509719222462,0.17192224622030236,0.012958963282937365,0.0,0.19006479481641467,0.019438444924406047,0.003023758099352052,0.0,0.0
enure,0.813390928725702,0.3801295896328294,0.0570194384449244,0.0021598272138228943,0.0,0.3334773218142549,0.052267818574514034,0.003023758099352052,0.0,0.0
enurn,0.813390928725702,0.3801295896328294,0.0570194384449244,0.0021598272138228943,0.0,0.2367170626349892,0.023326133909287255,0.0017278617710583153,0.0,0.0
envoi,0.8526997840172786,0.3775377969762419,0.09114470842332613,0.0064794816414686825,0.00043196544276457883,0.13822894168466524,0.011231101511879052,0.0017278617710583153,0.00043196544276457883,0.0
enzym,0.7658747300215982,0.22721382289416847,0.02332613390928726,0.0012958963282937365,0.0,0.08812095032397409,0.004751619870410367,0.0,0.0,0.0
eorls,0.9071274298056154,0.5831533477321814,0.1533477321814255,0.01123110151187905,0.00043196544276457883,0.2760259179265659,0.03023758099352052,0.0012958963282937365,0.0,0.0
eosin,0.9118790496760258,0.47991360691144713,0.1265658747300216,0.012095032397408207,0.00043196544276457883,0.27732181425485963,0.03023758099352052,0.003023758099352052,0.0,0.0
epact,0.8751619870410366,0.4678185745140389,0.12311015118790497,0.013822894168466522,0.0,0.3136069114470843,0.0449244060475162,0.005615550755939525,0.0008639308855291577,0.0
epees,0.6669546436285098,0.18315334773218142,0.0224622030237581,0.0,0.0,0.2501079913606912,0.03628509719222463,0.00043196544276457883,0.0,0.0
ephah,0.8043196544276459,0.311879049676026,0.044060475161987044,0.0017278617710583153,0.0,0.18444924406047516,0.006911447084233261,0.00043196544276457883,0.0,0.0
ephas,0.8630669546436284,0.4332613390928726,0.12008639308855291,0.011663066954643628,0.0008639308855291577,0.1408207343412527,0.006047516198704104,0.00043196544276457883,0.0,0.0
ephod,0.8172786177105831,0.3460043196544277,0.05399568034557235,0.002591792656587473,0.0,0.15680345572354212,0.011663066954643628,0.0008639308855291577,0.0,0.0
ephor,0.8496760259179265,0.45615550755939527,0.10496760259179265,0.01079913606911447,0.0,0.18228941684665229,0.02591792656587473,0.0017278617710583153,0.0,0.0
epics,0.8401727861771059,0.4038876889848812,0.09200863930885529,0.009071274298056157,0.00043196544276457883,0.22764578833693305,0.023758099352051833,0.0021598272138228943,0.0,0.0
epode,0.7598272138228941,0.2634989200863931,0.031965442764578834,0.0008639308855291577,0.0,0.3161987041036717,0.05269978401727862,0.0064794816414686825,0.00043196544276457883,0.0
epopt,0.8086393088552917,0.3282937365010799,0.04578833693304536,0.0017278617710583153,0.0,0.257451403887689,0.03326133909287257,0.003023758099352052,0.0,0.0
epris,0.8717062634989201,0.48466522678185747,0.1352051835853132,0.02159827213822894,0.00043196544276457883,0.19740820734341252,0.013390928725701945,0.0008639308855291577,0.0,0.0
eques,0.7092872570194384,0.20043196544276456,0.022894168466522678,0.00043196544276457883,0.0,0.24362850971922245,0.012958963282937365,0.0008639308855291577,0.0,0.0
equid,0.7887688984881209,0.2630669546436285,0.05140388768898488,0.0021598272138228943,0.0,0.1982721382289417,0.022462203023758096,0.002591792656587473,0.00043196544276457883,0.0
erbia,0.9019438444924406,0.5334773218142548,0.15550755939524838,0.014254859611231102,0.0,0.24449244060475164,0.021598272138228944,0.0008639308855291577,0.0,0.0
erevs,0.76414686825054,0.33045356371490286,0.05269978401727862,0.0017278617710583153,0.0,0.2263498920086393,0.03023758099352052,0.0017278617710583153,0.0,0.0
ergon,0.8509719222462202,0.4760259179265659,0.13606911447084233,0.012095032397408207,0.00043196544276457883,0.2501079913606912,0.0367170626349892,0.0017278617710583153,0.0,0.0
ergos,0.8691144708423325,0.501511879049676,0.12267818574514039,0.011663066954643628,0.0,0.2267818574514039,0.020302375809935207,0.0008639308855291577,0.0,0.0
ergot,0.8600431965442764,0.5196544276457883,0.13390928725701945,0.012526997840172787,0.0,0.29546436285097194,0.04362850971922246,0.002591792656587473,0.0,0.0
erhus,0.8561555075593952,0.4682505399568035,0.1105831533477322,0.010367170626349892,0.00043196544276457883,0.1840172786177106,0.016846652267818573,0.00043196544276457883,0.0,0.0
erica,0.9114470842332613,0.5749460043196544,0.18012958963282935,0.016846652267818573,0.0,0.3019438444924406,0.04881209503239741,0.0038876889848812094,0.0,0.0
erick,0.8393088552915767,0.4298056155507559,0.10151187904967603,0.00734341252699784,0.0,0.29503239740820736,0.06738660907127429,0.011663066954643628,0.0017278617710583153,0.0
erics,0.8894168466522677,0.5149028077753779,0.13952483801295895,0.013822894168466522,0.0,0.2881209503239741,0.05053995680345572,0.0038876889848812094,0.0,0.0
ering,0.8496760259179266,0.46522678185745137,0.12915766738660908,0.019870410367170625,0.00043196544276457883,0.27343412526997846,0.06825053995680345,0.014254859611231102,0.0017278617710583153,0.0
erned,0.7853131749460044,0.3615550755939525,0.06609071274298056,0.0021598272138228943,0.0,0.34989200863930886,0.040604751619870406,0.004319654427645789,0.0,0.0
ernes,0.8341252699784018,0.41555075593952484,0.06825053995680345,0.004319654427645789,0.0,0.32656587473002163,0.03282937365010799,0.0,0.0,0.0
erose,0.8440604751619871,0.4384449244060475,0.08596112311015118,0.006911447084233261,0.0,0.38574514038876895,0.10755939524838012,0.013822894168466522,0.0017278617710583153,0.0
erred,0.6885529157667387,0.26177105831533476,0.027213822894168467,0.0,0.0,0.3585313174946004,0.04146868250539957,0.005183585313174946,0.0,0.0
erses,0.7516198704103672,0.30107991360691144,0.031965442764578834,0.0,0.0,0.3023758099352052,0.031101511879049675,0.00043196544276457883,0.0,0.0
eruct,0.8669546436285097,0.4868250539956804,0.1287257019438445,0.013390928725701945,0.0008639308855291577,0.3308855291576674,0.05356371490280778,0.00734341252699784,0.0008639308855291577,0.0
erugo,0.8578833693304536,0.4557235421166307,0.11187904967602591,0.009071274298056155,0.0008639308855291577,0.24967602591792656,0.025485961123110152,0.00043196544276457883,0.0,0.0
eruvs,0.8311015118790498,0.41511879049676026,0.09200863930885528,0.008207343412526998,0.0,0.2267818574514039,0.025485961123110152,0.0008639308855291577,0.0,0.0
erven,0.7563714902807775,0.3161987041036717,0.045788336933045355,0.0012958963282937365,0.0,0.3062634989200864,0.050971922246220304,0.0038876889848812094,0.0,0.0
ervil,0.8587473002159828,0.4583153347732182,0.11403887688984882,0.009935205183585314,0.00043196544276457883,0.2673866090712743,0.031965442764578834,0.0038876889848812094,0.0,0.0
escar,0.8976241900647949,0.5645788336933045,0.18488120950323975,0.023326133909287255,0.00043196544276457883,0.19956803455723543,0.02332613390928726,0.0012958963282937365,0.0,0.0
escot,0.8872570194384449,0.4708423326133909,0.12526997840172785,0.012095032397408207,0.0,0.2056155507559395,0.02203023758099352,0.00043196544276457883,0.00043196544276457883,0.0
esile,0.8293736501079914,0.38574514038876895,0.06436285097192225,0.003023758099352052,0.0,0.33650107991360695,0.06479481641468683,0.004319654427645789,0.00043196544276457883,0.0
eskar,0.8725701943844493,0.5265658747300216,0.1494600431965443,0.015982721382289417,0.0,0.18704103671706263,0.017278617710583154,0.0008639308855291577,0.0,0.0
esker,0.7762419006479482,0.34470842332613394,0.05053995680345573,0.00043196544276457883,0.0,0.19697624190064797,0.06868250539956804,0.006047516198704104,0.00043196544276457883,0.0
esnes,0.7252699784017279,0.21727861771058316,0.01814254859611231,0.0,0.0,0.23196544276457884,0.018574514038876888,0.00043196544276457883,0.0,0.0
esses,0.6125269978401727,0.11058315334773218,0.0,0.0,0.0,0.20734341252699787,0.016414686825053995,0.0017278617710583153,0.0,0.0
estoc,0.8872570194384449,0.4708423326133909,0.12526997840172785,0.012095032397408207,0.0,0.14427645788336935,0.01123110151187905,0.0008639308855291577,0.0,0.0
estop,0.8678185745140388,0.4449244060475162,0.12224622030237581,0.015982721382289417,0.00043196544276457883,0.15248380129589634,0.013822894168466522,0.0008639308855291577,0.0,0.0
estro,0.8937365010799138,0.5615550755939526,0.18228941684665229,0.025485961123110152,0.00043196544276457883,0.1632829373650108,0.01079913606911447,0.002591792656587473,0.0,0.0
etage,0.8267818574514039,0.36889848812095033,0.06825053995680345,0.002591792656587473,0.0,0.33822894168466516,0.06868250539956804,0.005615550755939525,0.00043196544276457883,0.0
etape,0.8293736501079914,0.3771058315334773,0.07688984881209504,0.003023758099352052,0.0,0.33563714902807773,0.05961123110151188,0.0064794816414686825,0.0,0.0
etats,0.8501079913606912,0.4375809935205184,0.10496760259179265,0.01123110151187905,0.0,0.24751619870410368,0.023758099352051837,0.0012958963282937365,0.0,0.0
etens,0.81036717062635,0.36889848812095033,0.06609071274298056,0.0034557235421166306,0.0,0.21079913606911446,0.02332613390928726,0.0008639308855291577,0.0,0.0
ethal,0.8941684665226782,0.5123110151187905,0.15291576673866092,0.020734341252699785,0.00043196544276457883,0.1719222462203024,0.031965442764578834,0.0021598272138228943,0.0,0.0
ethne,0.7827213822894169,0.31706263498920084,0.04535637149028078,0.00043196544276457883,0.0,0.2967602591792657,0.030669546436285097,0.002591792656587473,0.0,0.0
ethyl,0.8699784017278618,0.41771058315334775,0.07688984881209504,0.0034557235421166306,0.0,0.12786177105831534,0.007775377969762419,0.0012958963282937365,0.0,0.0
etics,0.8660907127429807,0.48077753779697624,0.12786177105831534,0.009503239740820735,0.0,0.23628509719222465,0.0224622030237581,0.0017278617710583153,0.0,0.0
etnas,0.8967602591792657,0.5524838012958964,0.16803455723542118,0.024190064794816415,0.0,0.19827213822894169,0.01166306695464363,0.00043196544276457883,0.0,0.0
ettin,0.8095032397408207,0.37580993520518363,0.07257019438444925,0.0034557235421166306,0.0,0.20950323974082072,0.024190064794816415,0.003023758099352052,0.0,0.0
ettle,0.7537796976241901,0.2470842332613391,0.023326133909287255,0.0,0.0,0.32354211663066956,0.03844492440604751,0.0034557235421166306,0.0,0.0
etuis,0.8725701943844494,0.47473002159827216,0.1308855291576674,0.009503239740820735,0.00043196544276457883,0.20388768898488122,0.013822894168466522,0.0017278617710583153,0.0,0.0
etwee,0.6613390928725702,0.15853131749460042,0.008207343412526998,0.0,0.0,0.3619870410367171,0.03282937365010799,0.0012958963282937365,0.0,0.0
etyma,0.8859611231101512,0.4509719222462203,0.10237580993520519,0.005615550755939525,0.0008639308855291577,0.12354211663066955,0.009935205183585314,0.00043196544276457883,0.0,0.0
eughs,0.8038876889848813,0.3412526997840173,0.06479481641468682,0.0038876889848812094,0.0,0.15507559395248383,0.012095032397408207,0.0008639308855291577,0.0,0.0
euked,0.698488120950324,0.18920086393088553,0.012958963282937365,0.0,0.0,0.27473002159827214,0.029373650107991364,0.0008639308855291577,0.0,0.0
eupad,0.8673866090712743,0.4064794816414687,0.07861771058315335,0.003023758099352052,0.0,0.2371490280777538,0.020302375809935203,0.00043196544276457883,0.0,0.0
euros,0.8928725701943845,0.5269978401727862,0.13736501079913607,0.01511879049676026,0.00043196544276457883,0.22721382289416847,0.025485961123110152,0.0017278617710583153,0.0,0.0
eusol,0.890280777537797,0.48941684665226776,0.10496760259179266,0.006047516198704104,0.00043196544276457883,0.24449244060475162,0.025053995680345574,0.0008639308855291577,0.0,0.0
evens,0.7412526997840172,0.25183585313174944,0.03153347732181425,0.00043196544276457883,0.0,0.19136069114470844,0.01555075593952484,0.0008639308855291577,0.00043196544276457883,0.0
evert,0.7650107991360692,0.34600431965442763,0.0570194384449244,0.0021598272138228943,0.0,0.24406047516198703,0.03801295896328294,0.004751619870410367,0.0021598272138228943,0.0
evets,0.7429805615550756,0.2885529157667387,0.04319654427645788,0.0008639308855291577,0.0,0.17624190064794815,0.012526997840172785,0.0008639308855291577,0.0,0.0
evhoe,0.7421166306695465,0.20475161987041038,0.02678185745140389,0.0012958963282937365,0.0,0.26695464362850974,0.013390928725701945,0.0012958963282937365,0.0,0.0
evils,0.8341252699784018,0.41511879049676026,0.09114470842332613,0.0064794816414686825,0.0,0.21555075593952486,0.021598272138228944,0.0008639308855291577,0.0,0.0
evite,0.750755939524838,0.2997840172786177,0.0367170626349892,0.0008639308855291577,0.0,0.33131749460043197,0.05658747300215983,0.00734341252699784,0.00043196544276457883,0.0
evohe,0.7421166306695465,0.20475161987041038,0.02678185745140389,0.0012958963282937365,0.0,0.2941684665226782,0.04190064794816415,0.0017278617710583153,0.00043196544276457883,0.0
ewers,0.7706263498920086,0.3434125269978402,0.05053995680345572,0.0038876889848812094,0.0,0.18488120950323972,0.022030237580993522,0.0008639308855291577,0.0,0.0
ewest,0.7537796976241901,0.2911447084233261,0.04794816414686825,0.0021598272138228943,0.0,0.25399568034557235,0.04838012958963283,0.00734341252699784,0.0,0.0
ewhow,0.7481641468682506,0.21684665226781857,0.028509719222462204,0.0008639308855291577,0.0,0.10928725701943844,0.007775377969762419,0.0012958963282937365,0.0,0.0
ewked,0.630669546436285,0.1468682505399568,0.009503239740820735,0.0,0.0,0.21987041036717062,0.02289416846652268,0.0008639308855291577,0.0,0.0
exams,0.8224622030237582,0.3676025917926566,0.06825053995680345,0.0021598272138228943,0.0,0.19611231101511878,0.017710583153347732,0.0008639308855291577,0.0,0.0
